name,equipment,primary_muscle,secondary_muscle,video,thumbnail
"Decline Chest Fly (Dumbbell)","Dumbbell","Chest","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/03021201-Dumbbell-Decline-Fly_Chest.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/03021201-Dumbbell-Decline-Fly_Chest_thumbnail@3x.jpg"
"Decline Crunch","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/02771201-Decline-Crunch_Waist.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/02771201-Decline-Crunch_Waist_thumbnail@3x.jpg"
"Decline Crunch (Weighted)","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/21301201-Weighted-decline-crunch_Waist.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/21301201-Weighted-decline-crunch_Waist_thumbnail@3x.jpg"
"Decline Push Up","Other","Chest","Shoulders, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/02791201-Decline-Push-Up_Chest.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/02791201-Decline-Push-Up_Chest_thumbnail@3x.jpg"
"Diamond Push Up","None","Triceps","Chest, Shoulders","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/02831201-Diamond-Push-up_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/02831101-Diamond-Push-up_Upper-Arms_small_thumbnail@3x.jpg"
"Downward Dog","None","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/52511201-Downward-Facing-Dog-(female)_Stretching_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/09491101-Downward-Facing-Dog-Adho-Mukha-Svanasana_small_thumbnail@3x.jpg"
"Drag Curl","Barbell","Biceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00381201-Barbell-Drag-Curl_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00381201-Barbell-Drag-Curl_Upper-Arms_thumbnail@3x.jpg"
"Dragon Flag","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/40581201-Leg-Raise-Dragon-Flag_Waist_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/40581201-Leg-Raise-Dragon-Flag_Waist_thumbnail_@3x.jpg"
"Dragonfly","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/40581201-Leg-Raise-Dragon-Flag_Waist_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/40581201-Leg-Raise-Dragon-Flag_Waist_thumbnail_@3x.jpg"
"Dumbbell Row","Dumbbell","Lats","Upper Back, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/02921201-Dumbbell-Bent-over-Row_Back.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/02921201-Dumbbell-Bent-over-Row_Back_thumbnail@3x.jpg"
"Dumbbell Snatch","Dumbbell","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/38881201-Dumbbell-One-Arm-Snatch_Weightlifting_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/38881101-Dumbbell-One-Arm-Snatch_small_thumbnail@3x.jpg"
"Dumbbell Squeeze Press","Dumbbell","Chest","Shoulders, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/36811201-Dumbbell-Squeeze-Bench-Press_Chest-FIX_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/36811201-Dumbbell-Squeeze-Bench-Press_Chest-FIX__thumbnail_@3x.jpg"
"Dumbbell Step Up","Dumbbell","Quadriceps","Glutes, Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/58261201-Dumbbell-Step-up-(VERSION-2)-(male)_Thighs_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04311101-Dumbbell-Step-up_Hips_small_thumbnail@3x.jpg"
"Elbow to Knee","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/23121201-Lying-Elbow-to-Knee_Waist.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/23121201-Lying-Elbow-to-Knee_Waist_thumbnail@3x.jpg"
"Elliptical Trainer","Machine","Cardio","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/21921201-Elliptical-Machine-Walk_Cardio.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/21921201-Elliptical-Machine-Walk_Cardio_thumbnail@3x.jpg"
"EZ Bar Biceps Curl","Barbell","Biceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04471201-EZ-Barbell-Curl_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04471201-EZ-Barbell-Curl_Upper-Arms_thumbnail@3x.jpg"
"Face Pull","Machine","Shoulders","Biceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/77441201-Cable-Standing-Supinated-Face-Pull-(with-rope)_Sho.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/77441201-Cable-Standing-Supinated-Face-Pull-(with-rope)_Sho_thumbnail_@3x.jpg"
"Farmers Walk","Other","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/21331201-Farmers-walk_Cardio.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/21331201-Farmers-walk_Cardio_thumbnail@3x.jpg"
"Feet Up Bench Press (Barbell)","Barbell","Chest","Shoulders, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/62701201-Barbell-Larsen-Press-(male)_Chest_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/62701201-Barbell-Larsen-Press-(male)_Chest_thumbnail_@3x.jpg"
"Fire Hydrants","None","Glutes","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/14751201-Bent-Leg-Side-Kick-(kneeling)-(female)_Hips-FIX_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/14751201-Bent-Leg-Side-Kick-(kneeling)-(female)_Hips-FIX_thumbnail_@3x.jpg"
"Floor Press (Barbell)","Barbell","Chest","Shoulders, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/37241201-Barbell-Floor-Chest-Press_Chest_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/37241201-Barbell-Floor-Chest-Press_Chest_thumbnail_@3x.jpg"
"Floor Press (Dumbbell)","Dumbbell","Chest","Shoulders, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/36681201-Dumbbell-Lying-on-Floor-Chest-Press_Chest.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/36681201-Dumbbell-Lying-on-Floor-Chest-Press_Chest_thumbnail_@3x.jpg"
"Floor Triceps Dip","None","Triceps","Shoulders","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/08151201-Triceps-Dips-Floor_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/08151201-Triceps-Dips-Floor_Upper-Arms_thumbnail@3x.jpg"
"Flutter Kicks","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/12441201-Flutter-Kicks-(version-3)_Hips.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/12441201-Flutter-Kicks-(version-3)_Hips_thumbnail_@3x.jpg"
"Frog Jumps","None","Quadriceps","Glutes, Hamstrings, Calves","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/101651201-Frog-Jump_Plyometrics_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/101651201-Frog-Jump_Plyometrics_thumbnail_@3x.jpg"
"Frog Pumps (Dumbbell)","Dumbbell","Glutes","Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/61601201-Dumbbell-Frog-Hip-Thrust-(male)_Hips_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/61601201-Dumbbell-Frog-Hip-Thrust-(male)_Hips_thumbnail_@3x.jpg"
"Front Lever Hold","None","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/72511201-Hanging-Front-Lever-Raise-(male)_Waist_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/72511201-Hanging-Front-Lever-Raise-(male)_Waist_thumbnail_@3x.jpg"
"Front Lever Raise","None","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/72511201-Hanging-Front-Lever-Raise-(male)_Waist_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/72511201-Hanging-Front-Lever-Raise-(male)_Waist_thumbnail_@3x.jpg"
"Front Raise (Band)","Resistance Band","Shoulders","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/09781201-Band-front-raise_Shoulders_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/09781201-Band-front-raise_Shoulders_thumbnail_@3x.jpg"
"Front Raise (Barbell)","Barbell","Shoulders","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00411101-Barbell-Front-Raise_Shoulders.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00411101-Barbell-Front-Raise_Shoulders_thumbnail@3x.jpg"
"Front Raise (Cable)","Machine","Shoulders","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/01621201-Cable-Front-Raise_Shoulders.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/01621201-Cable-Front-Raise_Shoulders_thumbnail@3x.jpg"
"Front Raise (Dumbbell)","Dumbbell","Shoulders","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/03101201-Dumbbell-Front-Raise_Shoulders.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/03101201-Dumbbell-Front-Raise_Shoulders_thumbnail@3x.jpg"
"Front Raise (Suspension)","Suspension","Shoulders","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/10751201-Suspender-Front-Raise-(female)_Shoulders_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/10751201-Suspender-Front-Raise-(female)_Shoulders_thumbnail_@3x.jpg"
"Front Squat","Barbell","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00421201-Barbell-Front-Squat_Hips.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00421201-Barbell-Front-Squat_Hips_thumbnail@3x.jpg"
"Full Squat","Barbell","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00431201-Barbell-Full-Squat_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00431201-Barbell-Full-Squat_Thighs_thumbnail@3x.jpg"
"Glute Bridge","None","Glutes","Hamstrings, Quadriceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/101801201-Hamstring-Bridge-(VERSION-2)-(female)_Hips_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/101801201-Hamstring-Bridge-(VERSION-2)-(female)_Hips_thumbnail_@3x.jpg"
"Glute Ham Raise","Machine","Hamstrings","Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/57771201-Glute-Ham-Raise-(VERSION-2)-(female)_Thighs_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/57771201-Glute-Ham-Raise-(VERSION-2)-(female)_Thighs_thumbnail_@3x.jpg"
"Glute Kickback (Machine)","Machine","Glutes","Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/10371201-Lever-Standing-Rear-Kick_Hips.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/10371201-Lever-Standing-Rear-Kick_Hips_thumbnail@3x.jpg"
"Glute Kickback on Floor","None","Glutes","Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/14741201-Bent-Leg-Kickback-(kneeling)_Hips.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/14741201-Bent-Leg-Kickback-(kneeling)_Hips_thumbnail@3x.jpg"
"Goblet Squat","Dumbbell","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/22811201-Dumbbell-Goblet-Squat-(female)_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/22811201-Dumbbell-Goblet-Squat-(female)_Thighs_thumbnail@3x.jpg"
"Good Morning (Barbell)","Barbell","Hamstrings","Glutes, Lower Back, Upper Back, Lats","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00441201-Barbell-Good-Morning_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00441201-Barbell-Good-Morning_Thighs_thumbnail@3x.jpg"
"Gorilla Row (Kettlebell)","Kettlebell","Upper Back","Lats, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/72301201-Kettlebell-Gorilla-Row-(male)_Back_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/72301201-Kettlebell-Gorilla-Row-(male)_Back__thumbnail_@3x.jpg"
"Hack Squat","Barbell","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00461201-Barbell-Hack-Squat_Hips.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00461201-Barbell-Hack-Squat_Hips_thumbnail@3x.jpg"
"Hack Squat (Machine)","Machine","Quadriceps","Glutes, Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/07431201-Sled-Hack-Squat_Hips.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/07431201-Sled-Hack-Squat_Hips_thumbnail@3x.jpg"
"Hammer Curl (Band)","Resistance Band","Biceps","Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/46191201-Band-Standing-Hammer-Curl_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/46191201-Band-Standing-Hammer-Curl_Upper-Arms_thumbnail_@3x.jpg"
"Hammer Curl (Cable)","Machine","Biceps","Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/01661201-Cable-Hammer-Curl_Forearm.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/01661201-Cable-Hammer-Curl_Forearm_thumbnail@3x.jpg"
"Hammer Curl (Dumbbell)","Dumbbell","Biceps","Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/03121201-Dumbbell-Hammer-Curl-(version-2)_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/03121201-Dumbbell-Hammer-Curl-(version-2)_Upper-Arms_thumbnail@3x.jpg"
"Handstand Hold","None","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/33021201-Handstand_Upper-arms_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/33021101-Handstand_Upper-arms_small_thumbnail@3x.jpg"
"Handstand Push Up","None","Shoulders","Chest, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04711201-Handstand-Push-Up_Shoulders_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04711201-Handstand-Push-Up_Shoulders_thumbnail_@3x.jpg"
"Hang Clean","Barbell","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/15201201-Barbell-Hang-Clean_Weightlifts-FIX_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/15201201-Barbell-Hang-Clean_Weightlifts-FIX_thumbnail_@3x.jpg"
"Hang Snatch","Barbell","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/15231201-Barbell-Hang-Snatch-Below-the-Knees_Weightlifts_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/15221101-Barbell-Hang-Snatch_Weightlifts_small_thumbnail@3x.jpg"
"Hanging Knee Raise","None","Abdominals","Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/98191201-Hanging-Knee-Raise-(male)_Waist_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/98191201-Hanging-Knee-Raise-(male)_Waist_thumbnail_@3x.jpg"
"Hanging Leg Raise","None","Abdominals","Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/17641201-Hanging-Leg-Hip-Raise_Waist.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/17641201-Hanging-Leg-Hip-Raise_Waist_thumbnail@3x.jpg"
"Heel Taps","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00061201-Alternate-Heel-Touchers_waist.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00061101-Alternate-Heel-Touchers_waist-FIX_small_thumbnail@3x.jpg"
"Hex Press (Dumbbell)","Dumbbell","Chest","Shoulders, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/36811201-Dumbbell-Squeeze-Bench-Press_Chest-FIX_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/36811201-Dumbbell-Squeeze-Bench-Press_Chest-FIX__thumbnail_@3x.jpg"
"High Knee Skips","None","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/30911201-High-Knee-Skips-(male)_Cardio-FIX_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/30911201-High-Knee-Skips-(male)_Cardio-FIX_thumbnail_@3x.jpg"
"High Knees","None","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/30911201-High-Knee-Skips-(male)_Cardio-FIX_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/30911201-High-Knee-Skips-(male)_Cardio-FIX_thumbnail_@3x.jpg"
"HIIT","None","Cardio","None","None","None"
"Hiking","None","Cardio","None","None","None"
"Hip Abduction (Machine)","Machine","Abductors","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/05971201-Lever-Seated-Hip-Abduction_Hips.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/05971201-Lever-Seated-Hip-Abduction_Hips_thumbnail@3x.jpg"
"Hip Adduction (Machine)","Machine","Adductors","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/05981201-Lever-Seated-Hip-Adduction_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/05981201-Lever-Seated-Hip-Adduction_Thighs_thumbnail@3x.jpg"
"Hip Thrust","None","Glutes","Hamstrings, Quadriceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/80151201-Glute-Bridge-from-Bench-(male)_Hips_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/80151201-Glute-Bridge-from-Bench-(male)_Hips_thumbnail_@3x.jpg"
"Hip Thrust (Barbell)","Barbell","Glutes","Hamstrings, Quadriceps, Adductors","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/10601201-Barbell-Hip-Thrust_Hips-FIX_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/10601101-Barbell-Hip-Thrust_Hips_small_thumbnail@3x.jpg"
"Hip Thrust (Machine)","Machine","Glutes","Hamstrings, Quadriceps, Adductors","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/21461201-Lever-Hip-Thrust_Hips.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/21461201-Lever-Hip-Thrust_Hips_thumbnail_@3x.jpg"
"Hip Thrust (Smith Machine)","Machine","Glutes","Hamstrings, Quadriceps, Adductors","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/57611201-Smith-Hip-Thrust-(female)_Hips_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/57611201-Smith-Hip-Thrust-(female)_Hips_thumbnail_@3x.jpg"
"Hollow Rock","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/56491201-Hollow-Rock-(male)_Waist_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/56491201-Hollow-Rock-(male)_Waist_thumbnail_@3x.jpg"
"Incline Bench Press (Barbell)","Barbell","Chest","Triceps, Shoulders","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00471201-Barbell-Incline-Bench-Press_Chest.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00471201-Barbell-Incline-Bench-Press_Chest_thumbnail@3x.jpg"
"Incline Bench Press (Dumbbell)","Dumbbell","Chest","Triceps, Shoulders","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/03141201-Dumbbell-Incline-Bench-Press_Chest.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/03141201-Dumbbell-Incline-Bench-Press_Chest_thumbnail@3x.jpg"
"Incline Bench Press (Smith Machine)","Machine","Chest","Shoulders, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/07571201-Smith-Incline-Bench-Press_Chest.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/07571201-Smith-Incline-Bench-Press_Chest_thumbnail@3x.jpg"
"Incline Chest Fly (Dumbbell)","Dumbbell","Chest","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/03191201-Dumbbell-Incline-Fly_Chest.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/03191201-Dumbbell-Incline-Fly_Chest_thumbnail@3x.jpg"
"Incline Chest Press (Machine)","Machine","Chest","Shoulders, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/14791201-Lever-Incline-Chest-Press_Chest.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/14791201-Lever-Incline-Chest-Press_Chest_thumbnail@3x.jpg"
"Incline Push Ups","None","Chest","Shoulders, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/37851201-Incline-Push-Up-(on-box).mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/37851201-Incline-Push-Up-(on-box)_thumbnail@3x.jpg"
"Inverted Row","Machine","Upper Back","Lats, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04991201-Inverted-Row_Back.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04991201-Inverted-Row_Back_thumbnail@3x.jpg"
"Iso-Lateral Chest Press (Machine)","Machine","Chest","Shoulders, Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/05761201-Lever-Chest-Press-(plate-loaded)_Chest.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/05761201-Lever-Chest-Press-(plate-loaded)_Chest_thumbnail@3x.jpg"
"Iso-Lateral High Row (Machine)","Machine","Lats","Upper Back, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/43781201-Lever-Reverse-Grip-High-Row-(plate-loaded)_Back_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/05811101-Lever-High-Row-(plate-loaded)_Back_small_thumbnail@3x.jpg"
"Iso-Lateral Low Row","Machine","Upper Back","Lats, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/42141201-Lever-Low-Row-(plate-loaded)_Back_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/42141201-Lever-Low-Row-(plate-loaded)_Back__thumbnail_@3x.jpg"
"Iso-Lateral Row (Machine)","Machine","Upper Back","Lats, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/05881201-Lever-Neutral-Grip-Seated-Row-(plate-loaded)_Back-.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/05881201-Lever-Neutral-Grip-Seated-Row-(plate-loaded)_Back-_thumbnail_@3x.jpg"
